,title,paragraph,news_list,event_timestamp
1220,covid live update sa retain level curb omicron fight,national coronavirus command council retained lockdown adjusted level battle omicron variant health authority said thursday,Environmental,2021-12-16T11:30:00Z
1221,u face double coronavirus surge omicron advance ap news,new omicron coronavirus mutant speeding around world may bring another wave chaos threatening stretch hospital worker already struggling surge delta case upend holiday plan second year row,Delays,2021-12-16T11:09:00Z
1222,four new omcicron variant case detected san diego county,additional four case omicron variant reported san diego county wednesday,Environmental,2021-12-16T10:58:00Z
1223,testing demand doubled nyc omicron fear,omicron testing surge begun new york people head back testing center wait line hour covid test,Environmental,2021-12-16T10:56:00Z
1224,coronavirus news live covidinfected bangladesh returnee test negative omicron variant,four new case omicron covid variant reported delhi taking total tally national capital six yearold ranchi first omicron patient delhi discharged remaining nine stable mild symptom stay tuned latest coronavirus update across world deccan herald,Delays,2021-12-16T10:51:00Z
1225,tough hong kong quarantine rule unsustainable omicron spread expert warn,limited capacity mean rule requiring arrival omicronhit country quarantine government camp hold forever health expert warn,Compliance,2021-12-16T10:49:00Z
1226,oil rise towards u demand fed outweigh virus concern,oil rose towards thursday supported record u implied demand falling crude stockpile even spread omicron coronavirus variant threatens put brake consumption globally,Supplier Market,2021-12-16T10:48:00Z
1227,lilley ford right reject lockdown targeting omicron,getting vaccination even booster shot far help ontario face omicron variant imposing lockdown premier doug ford said,Financial Health,2021-12-16T10:45:00Z
1228,covid wrap december omicron nz vaccine milestone mandate protest,nzs first omicron case identified country hit percent full vaccination target child able get vaccine protester outside parliament demand end vaccine mandate,Delays,2021-12-16T10:31:00Z
1229,science news roundup geologist uncover treasure trove dinosaur track poland nasa webb telescope promise amazing journey astronomy technology,orbiting infrared observatory designed time sensitive hubble space telescope predecessor due blast dec ariane rocket site french guiana south america northeastern coast vaccine appear weak blocking omicron infection shot may reduce long covid burden following summary recent study covid,Commodities,2021-12-16T10:18:00Z
1230,wouldnt call myefos assumption heroic decidedly optimistic katharine murphy,story one sunny upland growth unemployment inflation manageable omicron,Commodities,2021-12-16T10:13:00Z
1231,omicron dominant variant eu midjanuary ap news,brussels ap omicron expected dominant coronavirus variant european union nation midjanuary bloc top official said wednesday amid concern dramatic rise infection leave europe shrouded gloom holiday season,Delays,2021-12-16T10:08:00Z
1232,omicron coming booster fight federal health official say,federal health official said wednesday ready onslaught fasttransmitting omicron coronavirus variant said people get vaccinated boosted right,Environmental,2021-12-16T10:06:00Z
1233,four new omicron case detected rajasthan tally reach state,four people tested positive omicron variant coronavirus rajasthan monday taking tally state health official said,Environmental,2021-12-16T10:01:00Z
1234,eu summit warn russia severe cost ukraine,eu leader gather brussels discus omicron variant rising energy price migration agree stern warning russia,Compliance,2021-12-16T09:56:00Z
1235,cdc estimate case ny nj could omicron infection director dr walensky say,world health organization official said omicron covid variant spreading faster rate previous strain,Delays,2021-12-16T09:50:00Z
1236,indonesia report first case omicron variant,indonesia identified first case omicron coronavirus variant country health minister budi gunadi sadikin said thursday,Financial Health,2021-12-16T09:44:00Z
1237,indonesia detects first omicron case hospital worker,indonesia detected first case omicron variant coronavirus cleaning worker hospital jakarta,Environmental,2021-12-16T09:37:00Z
1238,australia covid recovery going,government offered another glimpse think australia keep recovering pandemic including facing challenge omicron variant might come way here learned,Commodities,2021-12-16T09:37:00Z
1239,josh frydenberg tell premier shut border due omicron,josh frydenberg ordered australia state premier shut border panic rising covid case wake new omicron variant disease,Environmental,2021-12-16T09:31:00Z
1240,new omicron case reported san diego county mask mandate return,additional four case omicron variant reported san diego county wednesday state reinstated mask mandate californian,Environmental,2021-12-16T09:26:00Z
1241,oman record first two case omicron covid variant,dubai oman recorded first two case covid omicron variant according state news agency ona come wake sultanate announcing plus population would allowed book booster bid counter spread omicron covid variant,Environmental,2021-12-16T09:25:00Z
1242,newsalert dont travel internationally nonessential reason government say,ottawa government advises nonessential international travel face rapidly spreading omicron variant covid,Compliance,2021-12-16T09:22:00Z
1243,governor kansa identifies potential omicron variant case,gov laura kelly say state health department kansa identified potential case covid caused omicron variant,Commodities,2021-12-16T09:21:00Z
1244,analysis omicron changing rule covid pandemic,omicron drawing dramatic reaction government early say overreaction,Commodities,2021-12-16T09:20:00Z
1245,scale back christmas plan warns chris whitty case hit record high,chris whitty told people scale back christmas plan warned big rise hospital admission omicron nailed nu,Environmental,2021-12-16T09:15:00Z
1246,covid alert level meaning warning mean lockdown risk loom,covid alert level raised four following rapid increase omicron case recorded mean,Financial Health,2021-12-16T09:13:00Z
1247,nyc restaurant temporarily close drove due covid exposure,concern around omicron ramp least restaurant gone dark week alone,Commodities,2021-12-16T09:10:00Z
1248,indepth stealth omicron,scientist detected new type omicron may complicate surveillance effort,Commodities,2021-12-16T09:08:00Z
1249,twitter pdchina omicron,third shot sinovacs inactivated vaccine double vaccine neutralizing antibody positive rate reach omicron variant according latest study company said interview wednesday,Commodities,2021-12-16T09:00:01Z
1250,omicron becomes new worry santa barbara county public health official,omicron variant virus cause covid worrying santa barbara county public health department official say well still dealing delta variant,Environmental,2021-12-16T08:55:00Z
1251,covid omicron case found christchurch miq,directorgeneral health confirmed country first case omicron variant found miq facility christchurch watch medium conference live,Commodities,2021-12-16T08:48:00Z
1252,cornell covid case rise x week omicron surge,cornell university say found significant number omicron variant infection among student monday total covid case campus rose twentyfold,Delays,2021-12-16T08:43:00Z
1253,omicron outbreak make scotland economic recovery uncertain economist warn,omicron emergence increased uncertainty optimistic forecast scotland economy able recover prepandemic level spring fraser allander institute said,Supplier Market,2021-12-16T08:34:00Z
1254,ontario omicron number affect nba nhl game,ontario rising omicron case could impact attendance toronto raptor toronto maple leaf ottawa senator,Commodities,2021-12-16T08:23:00Z
1255,twitter pdchina omicron,wealthy country seen rush roll vaccine booster citing exponential spread omicron variant many people poorer country still waiting first dos washington post reported,Environmental,2021-12-16T08:00:02Z
1256,twitter cechinaeconomy omicron,cansinobios covid vaccine provide decent level protection omicron variant chinese vaccine company said quickly produce vaccine targeting mutation new variant evade immune resistance built current vaccine emerges,Commodities,2021-12-16T08:00:01Z
1257,north texas health official watch omicron variant caution concern,four case new highly transmissible omicron variant confirmed north texas overall case covid beginning climb,Commodities,2021-12-16T07:57:00Z
1258,mayor omicron variant prevalent orange county water delta remains predominant,official said case omicron variant detected resident yet acknowledge spreading rapidly,Delays,2021-12-16T07:51:00Z
1259,duke expert predict omicron dominant coronavirus variant nc january,duke university health system infectious disease expert fear fastspreading coronavirus omicron variant combine holiday season overwhelm area hospital sick patient,Delays,2021-12-16T07:49:00Z
1260,omicron variant india live update wuhan lab leak likely origin covid,west bengal reported first omicron case wednesday maharashtra kerala reported new omicron case total tally omicron case maharashtra mounted tamil nadu reported first case wednesday evening stay toi update,Financial Health,2021-12-16T07:47:00Z
1261,omicron outbreak increase college recalculating pandemic risk boston globe,number campus seen postthanksgiving omicron cluster public health expert urging college university leader think twice impose severe restriction,Delays,2021-12-16T07:36:00Z
1262,fauci booster vaccine regimen work omicron,dr anthony fauci said wednesday new data show booster shot covid vaccine offer protection omicron variant current need,Commodities,2021-12-16T07:30:00Z
1263,omicron outbreak india booster likely covaxin recipient first say source,recommended wake omicron threat whole inactivated virusbased vaccine recipient get booster dos along identified immunocompromised,Delays,2021-12-16T07:20:00Z
1264,omicron variant found traveller,omicron variant virus cause covid detected genomic sequencing test sample traveller quarantine cayman island,Commodities,2021-12-16T07:20:00Z
1265,omicron may dominant ct end month researcher say,percentage coronavirus sample likely omicron doubling every,Environmental,2021-12-16T07:20:00Z
1266,covid case rise cdc warns new variant,center disease control prevention atlanta issued advisory wednesday warning case omicron variant covid rise across nation,Commodities,2021-12-16T07:12:00Z
1267,staff patient queen may omicron variant covid,six staff patient queen medical center honolulu may infected omicron variant covid,Commodities,2021-12-16T06:58:00Z
1268,new zealand record first case omicron covid variant,new zealand recorded first case omicron variant infected person arrived country day jacinda ardern locked australian,Delays,2021-12-16T06:55:00Z
1269,report nba discovered st player case omicron variant recent covid testing,amid recent surge positive covid test among nba player omicron variant discovered among themnbsp per,Commodities,2021-12-16T06:51:00Z
1270,ldh report new omicron variant case louisiana,louisiana department health announced additional case omicron variant covid,Commodities,2021-12-16T06:44:00Z
1271,thursday outlook asian stock rise bond yield oil rise,dollar hold tight gulf market fall omicron fear loom zawya mena edition,Commodities,2021-12-16T06:34:00Z
1272,omicron impact aside oil supply set top demand iea,surge covid case emergence omicron variant dent global demand oil international energy agency iea said tuesday broader picture one increasing output set top demand month soar next year surge new covid case expected temporarily slow upend recovery oil demand,Supplier Market,2021-12-16T06:32:00Z
1273,omicron variant suddenly dominant orange county wastewater,yet case yet people testing positive omicron variant,Commodities,2021-12-16T06:03:00Z
1274,press briefing white house covid response team public health official,via teleconference estmr zients good morning thanks joining ustoday well start update dr walensky omicron,Commodities,2021-12-16T05:53:00Z
1275,flu covid case rising much u,u health official bracing trio public health concern winter infection omicron variant coronavirus surging infection delta variant slow steady comeback flu,Delays,2021-12-16T05:53:00Z
1276,staying safe omicron case rise,find stay safe omicron case rise tip socialising work,Environmental,2021-12-16T05:48:00Z
1277,evening update ottawa reimposes advisory nonessential international travel,also news today canadian inflation hit year high omicron threat loom,Commodities,2021-12-16T05:46:00Z
1278,newcastle covid victim tell catching virus mean christmas,tiktoker macey craig one partygoer tested positive virus visiting argyle house newcastle believed omicron strain,Environmental,2021-12-16T05:43:00Z
1279,amid fear new variant expert say pandemic end,maria van kerkhove covid technical lead world health organization said globally overcome pandemic q stream said year end covid pandemic tool take death covid ongoing pandemic taken entire global everyone facing consequence people trying battle delta variant new variant named omicron emerged november,Environmental,2021-12-16T05:41:00Z
1280,omicron variant detected tuscarawas county health official say,first case omicron covid variant confirmed tuscarawas county health official say,Commodities,2021-12-16T05:35:00Z
1281,airline place bet looking past pandemic renew fleet saltwire,tim hepher jamie freed eric johnson parissingaporeseattle reuters world hunkers omicron investor might expect,Financial Health,2021-12-16T05:34:00Z
1282,monoclonal antibody activity sarscov omicron variant,scientist germany recently pointed third booster dose mrnabased covid vaccine highly effective neutralizing omicron variant sarscov,Commodities,2021-12-16T05:33:00Z
1283,expert concerned omicron variant could lead fifth wave covid case,health official mississippi remain concerned omicron variant could lead fifth wave covid case mississippi,Environmental,2021-12-16T05:30:00Z
1284,th omicron covid case reported ga state remains poised respond,th omicron case reported ga percent new variant atlanta ga omicron variant coronavirus spread quickly northeastern u here share covid case ga omicron,Environmental,2021-12-16T05:21:00Z
1285,nfl nba nhl among league coping covid outbreak amid variant,nfl nba nhl seeing increasing covid outbreak dozen player health safety protocol omicron variant spread,Financial Health,2021-12-16T05:08:00Z
1286,omicron drive record daily covid case count uk,omicron variant rapid growth uk suggests outcompete delta variant currently dominant u much europe,Commodities,2021-12-16T05:07:00Z
1287,cornell go red alert cancel graduation ceremony student omicron outbreak,cornell university recently announced number safety measure moving red alert status response significant number student sample tested positive omicron variant according recent university statement,Financial Health,2021-12-16T05:06:00Z
1288,omicron identified throughout southern u amid continuing child educator death,omicron identified across southern u least child region officially died covid past month medium remain virtually silent,Environmental,2021-12-16T05:01:00Z
1289,martin borderline incompetence give way common sense evolution fight omicron,watch multilevelled goingson omicron noose tightened symbolically federal government ontario going aggressive booster large crowd ban rapid testing see sign hope common sense evolution coping covid canada writes martin exclusive column ctvnewsca,Environmental,2021-12-16T04:54:00Z
1290,could spread omicron case mean boston hospital,cdc model predicts omicron coronavirus variant trigger new surge u case within next week,Environmental,2021-12-16T04:48:00Z
1291,omicron variant spread globally vaccination rate remain uneven,omicron variant detected nation including britain denmark norway account increasing number new covid case worldwide researcher say data needed preliminary study suggest variant contagious mutation better evading immune defense previous infection,Financial Health,2021-12-16T04:38:00Z
1292,germany new health minister delivers bombshell country doesnt enough covid vaccine,suffering glut dos summer brute force fourth wave overwhelmed omicron threatens,Environmental,2021-12-16T04:36:00Z
1293,pfizer jab offer protection hospital admission omicron,overall adult infected omicron le likely need hospital care compared earlier variant study suggested,Financial Health,2021-12-16T04:36:00Z
1294,local medical expert share expectation concern omicron variant,scientist getting better picture covid omicron variant including locally connecticut,Commodities,2021-12-16T04:28:00Z
1295,covid live omicron case arrived germany via dubai auckland say bloomfield,directorgeneral health said new zealand quotvery well preparedquot omicron press conference country first case contagious variant covid,Environmental,2021-12-16T04:27:00Z
1296,bill gate make omicron video game,among many flaw conspiracy theory covid variant omicron isnt spelled k,Financial Health,2021-12-16T04:25:00Z
1297,safrica report record daily covid case omicron spread,south africa reported record number new daily covid infection wednesday fourth wave believed largely caused omicron coronavirus variant,Delays,2021-12-16T04:24:00Z
1298,nba get first case omicron variant covid test,first u case omicron variant found dec,Commodities,2021-12-16T04:22:00Z
1299,princeton college shifting class holding final online due covid increase,significant rise covid case concern fastspreading omicron variant forcing least four college university move last day fall semester online including final exam,Commodities,2021-12-16T04:15:00Z
1300,canadian told avoid nonessential international travel omicron spread,canada issued travel advisory citizen wednesday asking avoid nonessential international travel omicron variant spread around world,Compliance,2021-12-16T04:09:00Z
1301,omicron report asks city new variant patient nagpur news time india,nagpur first thing arvind patre yearold resident dighori looking omicron positive report getting discharge aiims,Financial Health,2021-12-16T04:05:00Z
1302,omicron variant spike week ny area,omicron variant spike week ny area riverhead ny perfect storm covid variant flu season holiday gathering could spark massive wave new case expert say,Delays,2021-12-16T03:59:00Z
1303,case omicron variant found western colorado,colorado fourth confirmed case covid omicron variant,Commodities,2021-12-16T03:52:00Z
1304,house democrat call congress pas another covid relief package,rep jamaal bowman progressive freshman democrat new york calling congress pas another covid relief package country mark death virus threat omicron variant grows,Compliance,2021-12-16T03:51:00Z
1305,incoming passenger specific country get free covid testing u airport,u center disease control prevention expanded airport testing surveillance track spread omicron variant coronavirus,Environmental,2021-12-16T03:51:00Z
1306,covid nh crisis mode hospital told discharge patient possible,nh england asks hospital free bed estimated daily omicron case hit,Supplier Market,2021-12-16T03:50:00Z
1307,cambodian back ghana country st omicron case,health official cambodia say country confirmed first case omicron variant yearold cambodian woman returned sunday african country ghana working,Commodities,2021-12-16T03:39:00Z
1308,coronavirus briefing omicron v vaccine,coming omicron wave,Environmental,2021-12-16T03:36:00Z
1309,uncchapel hill researcher second case omicron variant confirmed north carolina,dirk dittmer researcher university north carolina chapel hill confirmed wral news second case coronavirus omicron variant found state wednesday dittmer said unable disclose case found said charlotte first case confirmed last week,Environmental,2021-12-16T03:34:00Z
1310,omicron update today variant state symptom vaccine booster protection,omicron variant covid may able partly evade vaccine protection spread across country stay top latest guidance,Financial Health,2021-12-16T03:30:00Z
1311,common symptom omicron variant,four common symptom omicron variant cough fatigue congestion runny nose according cdc analysis first case investigated u,Delays,2021-12-16T03:28:00Z
1312,covid hospitalization ny since thanksgiving hochul say,explosion case driven dominant delta variant community spread heavily mutated omicron strain added another level concern leader health official,Delays,2021-12-16T03:24:00Z
1313,effective moderna vaccine omicron variant,omicron case rapidly increased across country prompted prime minister boris johnson urge eligible briton get booster jab end year effective moderna vaccine omicron,Environmental,2021-12-16T03:24:00Z
1314,omicron coming town protecting employer falalaliability,latest coronavirus variant omicron detected increasing california many company may questioning plan,Financial Health,2021-12-16T03:19:00Z
1315,life get back normal new poll show feeling,utahns believe life wont back normal several year due covid double number pessimistic earlier according latest deseret newshinckley institute politics poll new omicron variant blame,Environmental,2021-12-16T03:18:00Z
1316,omicron variant make estimated percent case ny nj cdc say,looking early data transmissibility omicron country expect see proportion omicron case united state continue grow coming week cdc director rochelle walensky said,Environmental,2021-12-16T03:09:00Z
1317,johnson warns uk covid emergency set booster target,prime minister boris johnson warned uk facing tidal wave omicron infection set endofyear deadline country booster vaccination program,Delays,2021-12-16T03:06:00Z
1318,state health officer address omicron risk longterm care facility,state health leadership encouraging resident remain vigilant detecting omicron variant mississippi,Commodities,2021-12-16T03:04:00Z
1319,look latest covid development canada,look latest covid news canada federal government warning canadian nonessential international travel face rapidly spreading omicron variant covid,Compliance,2021-12-16T03:02:00Z
1320,college move exam online urge booster coronavirus case rise omicron fear grow,college grappling fear worsening pandemic condition prepare send student home holiday theyre also pledging agile data emerges omicron variant,Environmental,2021-12-16T03:01:00Z
1321,omicron california state report increase new variant case,monday confirmed case covid omicron variant california according california department public health number represents increase new variant case since thanksgiving,Environmental,2021-12-16T02:57:00Z
1322,uk register record number covid case due omicron variant,uk register record number covid case due omicron variant,Financial Health,2021-12-16T02:57:00Z
1323,cornell university new covid case high percentage omicron variant,despite oncampus vaccination rate cornell university reported new covid case among student ithaca new york campus week dec significant number school identified omicron variant,Financial Health,2021-12-16T02:48:00Z
1324,omicron mean christmas,omicron threatening state border closure travel restriction rule around social gathering may feel like christmas plan mercy unpredictable covid case,Commodities,2021-12-16T02:39:00Z
1325,uw extends mask rule omicron variant may albany county,uw testing revealed may wyoming first case omicron analysis required confirmation health official say,Environmental,2021-12-16T02:22:00Z
1326,montrealers asked reduce contact omicron infection rise public health,montreal public health director urging public reduce contact given spike case covid growing spread omicron variant city recorded new covid case today dr mylne drouin say expects daily number increase coming week currently case still delta variant case omicron variant city per cent involve people fully vaccinated two dos,Delays,2021-12-16T02:22:00Z
1327,twitter pdchina omicron,omicron variant spreading u represents covid case sequenced country cnbc reported citing data u cdc,Commodities,2021-12-16T02:05:00Z
1328,omicron variant likely surge seattle area health official urge booster shot,health official king county anticipating likely surge fastspreading omicron covid variant said county health officer dr,Environmental,2021-12-16T02:03:00Z
1329,kansa identifies potential omicron variant case gov kelly say,kansa state health department identified potential case covid caused omicron variant gov laura kelly said wednesday,Commodities,2021-12-16T01:52:00Z
1330,covid record day case tell u,two epidemic threat nh three takeaway effect omicron,Commodities,2021-12-16T01:51:00Z
1331,slip japan manufacturing outlook underplays omicron concern,bloomberg confidence among japan large manufacturer held highest level since slippage outlook signaled omicron variant clouded view country economic recovery,Commodities,2021-12-16T01:42:00Z
1332,white house warns january virus surge say booster protect omicron variant,cdc warns winter covid surge way white house urge vaccination booster shot protect omicron variant,Environmental,2021-12-16T01:40:00Z
1333,boost everybody ceo mandate booster returning office worker andy slavitt say,omicron coronavirus variant cause winter wave complicate return worker office united state according andy slavitt former senior pandemic adviser president joe biden,Environmental,2021-12-16T01:37:00Z
1334,covid china report first case omicron amid outbreak new delta strain health,read covid china report first case omicron amid outbreak new delta strain devdiscourse,Commodities,2021-12-16T01:29:00Z
1335,covid news omicron dominant variant eu midjanuary,european union top official say omicron expected dominant coronavirus variant nation bloc midjanuary,Compliance,2021-12-16T01:26:00Z
1336,omicron severity symptom risk breakthrough case know far,expert saying information omicron variant expected week following detection month since new covid,Delays,2021-12-16T01:23:00Z
1337,u face double coronavirus surge omicron advance,omicron coronavirus variant may bring another wave chaos hospital worker struggle surge delta case,Delays,2021-12-16T01:21:00Z
1338,new study raise hope vaccine prevent severe disease omicron,lab immune cell put strong fight omicron suggesting vaccine able prevent worst outcome virus variant,Environmental,2021-12-16T01:15:00Z
1339,omicron variant expected dominant virus alabama,alabama health leader convinced contagious omicron variant already state hasnt identified yet expected become dominant virus matter,Environmental,2021-12-16T01:15:00Z
1340,omicron variant case detected keene state college school president say,keene state college official announced identified two case omicron coronavirus variant sample obtained routine surveillance testing campus,Environmental,2021-12-16T01:14:00Z
1341,worstcase omicron scenario could see hospital overwhelmed new covid modelling show,omicron appears spread readily delta variant there higher chance reinfection well infection vaccinated people modelling show rising case vancouver island driven outbreak uvic religious gathering,Commodities,2021-12-16T01:11:00Z
1342,alex brummer government must keep power keep power,health economic uncertainty triggered omicron mean would require le timid leadership bank england force rate rise,Delays,2021-12-16T01:09:00Z
1343,democrat call congress pas another covid relief package,rep jamaal bowman progressive freshman democrat new york calling congress pas another covid relief package country mark death virus threat omicron variant grows,Environmental,2021-12-16T01:08:00Z
1344,omicron set dominant variant europe midjanuary,brussels omicron expected dominant coronavirus variant european union nation midjanuary bloc top official said todayhellip,Compliance,2021-12-16T01:03:00Z
1345,manitoba could see case day new year due omicron variant roussin,despite six confirmed case omicron manitoba province top doctor said matter time new variant becomes dominant strain case per day province could possible early new year,Commodities,2021-12-16T00:54:00Z
1346,commentary china uphold zerocovid policy long time come,omicron may created initial feeling vindication also important political milestone next six month say hong kong baptist university yew wei lit,Compliance,2021-12-16T00:52:00Z
1347,dark shadow,omicron tiptoeing across nonchalant country must awake threat potential omicron case rising steadily across country world first discovered south africa new coronavirus variant spread least country though expert believe could,Environmental,2021-12-16T00:51:00Z
1348,musc scientist identify first omicron case south carolina,scientist medical university south carolina found three case omicron variant first identified state,Environmental,2021-12-16T00:49:00Z
1349,michigan confirms omicron covid case could become dominant strain january,omicron coronavirus variant quickly spreading u health official warned wednesday two case identified michigan,Environmental,2021-12-16T00:49:00Z
1350,europe sound alarm exponential growth omicron variant,european commission president ursula von der leyen said wednesday omicron variant likely become dominant coronavirus strain midjanuary,Financial Health,2021-12-16T00:48:00Z
1351,oil surplus return supply climb omicron hit iea say,global oil market returned surplus face even bigger oversupply early next year omicron variant impedes international travel international energy agency said,Commodities,2021-12-16T00:47:00Z
1352,washington seeing rapid rise omicron variant case leading holiday season,two week first detected washington omicron variant appears spreading widely across state,Environmental,2021-12-16T00:46:00Z
1353,caught flatfooted canada fumble pandemic response,justin ling past hour government scrambled come travel measure address omicron meanwhile wait booster test continues,Commodities,2021-12-16T00:30:00Z
1354,opinion omicron could milder disaster dont wait find,clearly omicron variant spreading faster delta whether severe remains seen,Environmental,2021-12-16T00:20:00Z
1355,omicron identified four atlantic province first case reported nl,halifax omicron variant novel coronavirus reached four atlantic province newfoundland labrador wednesday confirmed first case mutation believed infectious delta,Delays,2021-12-16T00:12:00Z
1356,omicron variant detected south carolina according scientist musc,scientist medical university south carolina identified first case omicron variant state,Commodities,2021-12-16T00:11:00Z
1357,recent trend moderation inflation expected persist,world subtly basked euphoria waning uncertainty around delta variant covid virus suddenly confronted omicron variant deadly virus reported least country including u south africa nigeria,Commodities,2021-12-16T00:08:00Z
1358,potential kansa omicron case identified delta variant,kansa department health environment say two case covid investigated potential omicron variant found delta variant case,Financial Health,2021-12-15T23:51:00Z
1359,exactly planned omicron predicted become dominant strain queensland peak within week,omicron variant covid likely dominant strain circulating queensland within month leading infectious disease researcher say,Delays,2021-12-15T23:50:00Z
1360,cornell university report covid case including omicron variant,cornell university reported new coronavirus case among student staff dec high percentage identified omicron variant case fully vaccinated people,Financial Health,2021-12-15T23:45:00Z
1361,pfizer moderna johnson johnson covid vaccine le effective omicron study,vaccine developed u drugmakers pfizer moderna johnson johnson covid proved le effective new super mutant omicron variant spread country,Financial Health,2021-12-15T23:32:00Z
1362,two dos covid vaccine induce lower antibody level omicron oxford study,result indicate omicron variant potential drive wave infection including among already vaccinated researcher said,Delays,2021-12-15T23:28:00Z
1363,omicron spread southern california state mask order take effect,case omicron coronavirus variant reported los angeles san bernardino ventura county new state mask order take effect,Environmental,2021-12-15T23:18:00Z
1364,vaccine may le effective omicron,new research suggests existing covid vaccine may le effective fighting omicron variant previous strain virus world health organization said wednesday,Environmental,2021-12-15T23:16:00Z
1365,omicron spreading unprecedented rate say,world health organization concerned effectiveness vaccine omicron,Commodities,2021-12-15T23:06:00Z
1366,video issue stark warning omicron variant,world health organization warned health care system could overwhelmed sheer volume omicron case,Environmental,2021-12-15T22:56:00Z
1367,california indoor mask mandate effect here need know,californian required mask indoors starting wednesday state contends climbing coronavirus case number concern worrisome new omicron coronavirus variant state mandating mask worn indoor public setting regardless covid vaccination status next four week,Environmental,2021-12-15T22:55:00Z
1368,nation brace possible omicronfueled wave,omicron undoubtedly compromise protection two dos pfizer moderna putting u risk tidal wave fresh covid case january,Environmental,2021-12-15T22:53:00Z
1369,coronavirus omicron variant case ct new england,coronavirus omicron variant case ct new england sheltonderby ct delta remains dominant coronavirus variant omicron presence growing region hospitalization continued rise,Environmental,2021-12-15T22:40:00Z
1370,covid news live data omicron milder overinterpreted javid refuse rule restriction coming week,coronavirus latest uk report highest daily case ever sajid javid refuse rule restriction data omicron milder overinterpreted chris whitty tell news conference,Compliance,2021-12-15T22:38:00Z
1371,inflation omicron could mean price,spread omicron variant could dent global economic recovery also slow inflation,Supplier Market,2021-12-15T22:30:00Z
1372,u face double coronavirus surge omicron variant spread,omicron even prof milder whole may disarm lifesaving tool available put immunecompromised elderly people particular risk begin rapid assault united state,Environmental,2021-12-15T22:26:00Z
1373,dr bonnie henry comment threat omicron variant bc,coronavirus omicron variant isnt spreading rapidly bc health official actively monitoring situation locally december,Delays,2021-12-15T22:21:00Z
1374,omicron escalates lord make u turn,omicron escalates lord make u turn,Financial Health,2021-12-15T22:10:00Z
1375,first omicron variant case found south carolina musc say,medical university south carolina scientist detected three case omicron variant weekly sequencing run,Financial Health,2021-12-15T21:59:00Z
1376,retail stock underperforming walmart costco tracking higher,retail sector lower combination omicron development weakerthananticipated retail sale report read,Financial Health,2021-12-15T21:52:00Z
1377,covid outbreak disrupt princeton cornell end term,several college university shifted remote exam omicron variant spread u,Financial Health,2021-12-15T21:48:00Z
1378,omicron raging uk canada learn national,uk taking swift action omicron covid variant health expert think canada,Commodities,2021-12-15T21:47:00Z
1379,nb covid roundup new case omicron variant news,new brunswick new case covid including another case omicron variant health minister dorothy shephard announced wednesday,Financial Health,2021-12-15T21:46:00Z
1380,covid warning omicron variant bind rat sparking horror plague fear,omicron variant coronavirus developed ability infect rodent scientist warned,Delays,2021-12-15T21:46:00Z
1381,omicron dominant variant eu midjanuary,european union top official say omicron expected dominant coronavirus variant nation bloc midjanuary,Compliance,2021-12-15T21:39:00Z
1382,wrong morgan stanley ceo change tone office return,company pushing back office return due omicron variant,Financial Health,2021-12-15T21:39:00Z
1383,state first omicron variant case mild symptom health dept say,south carolina department health environmental control say three first patient south carolina confirmed infected omicron variant fully vaccinated received booster shot,Delays,2021-12-15T21:36:00Z
1384,nyu sharp acceleration covid case move final online cancel event,nyu cancelling event moving final online amid spike covid case following similar move princeton cornell omicron variant spread,Financial Health,2021-12-15T21:35:00Z
1385,rupee breach ahead fed meet,shed paisa v dollar rising trade deficit omicron concern,Compliance,2021-12-15T21:35:00Z
1386,tamil nadu report first case omicron variant nigeria returnee test positive,tamil nadu reported first case omicron variant wednesday nigeria returnee tested positive,Financial Health,2021-12-15T21:31:00Z
1387,boston report first case omicron covid variant,boston official announced wednesday identified city first omicron covid case among three young adult,Environmental,2021-12-15T21:25:00Z
1388,u face double coronavirus surge omicron advance,new omicron coronavirus mutant speeding around world may bring another wave chaos threatens stretch hospital worker already struggling surge delta case upend holiday plan second year row,Delays,2021-12-15T21:24:00Z
1389,eu official omicron dominant variant midjanuary,head european union executive branch say omicron expected dominant coronavirus variant nation bloc midjanuary,Compliance,2021-12-15T21:17:00Z
1390,college face new challenge spring semester omicron variant threatens campus,threat omicron variant come gut punch school hoping relax safety measure spring many telling student prepare another term masking testing case get bad limit around social life,Environmental,2021-12-15T21:17:00Z
1391,edinburgh covid death nearing nicola sturgeon expects,nicola sturgeon addressed nation last night briefing day warned new omicron variant bring death scotland coming week month,Commodities,2021-12-15T21:16:00Z
1392,know suburban cook county omicron covid case,first confirmed omicron variant case suburban cook county reported health official announced wednesday,Environmental,2021-12-15T21:14:00Z
1393,philippine detects country st omicron case,philippine health department say detected country first case omicron strain coronavirus two traveler arrived japan nigeria recent week,Environmental,2021-12-15T21:09:00Z
1394,covid vaccine need changed omicron time say fauci,fauci pointed early lab data showing quotour booster vaccine regimen work omicronquot,Environmental,2021-12-15T21:04:00Z
1395,health headline doctor discus rapid spread omicron variant getting booster youre already sick,today health headline rapid spread omicron variant rethinking holiday plan talking getting booster youre already sick,Environmental,2021-12-15T21:03:00Z
1396,school preparing stay closed january omicron run riot,currently around pupil absent due covid past fortnight fear intensify spread omicron,Financial Health,2021-12-15T21:02:00Z
1397,orange county find omicron variant wastewater,covid omicron variant found orange county wastewater sarah lux spokesperson orange county utility said monday,Commodities,2021-12-15T21:02:00Z
